enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K03088	Cmq_c19Ua_121	Cmq_c19Ua_121	1943	c_000000000031	None	RNA polymerase sigma-70 factor, ECF subfamily	None
K03088	Cmq_c19Ua_121	Cmq_c19Ua_121	2299	c_000000000034	None	RNA polymerase sigma-70 factor, ECF subfamily	None
K03088	Cmq_c19Ua_121	Cmq_c19Ua_121	1598	c_000000000029	None	RNA polymerase sigma-70 factor, ECF subfamily	None
K01304	Cmq_c19Ua_121	Cmq_c19Ua_121	903	c_000000000012	None	pyroglutamyl-peptidase [EC:3.4.19.3]	None
K03117	Cmq_c19Ua_121	Cmq_c19Ua_121	951	c_000000000012	None	sec-independent protein translocase protein TatB	None
K15977	Cmq_c19Ua_121	Cmq_c19Ua_121	1067	c_000000000012	None	putative oxidoreductase	None
K15977	Cmq_c19Ua_121	Cmq_c19Ua_121	805	c_000000000012	None	putative oxidoreductase	None
K03522	Cmq_c19Ua_121	Cmq_c19Ua_121	1038	c_000000000012	None	electron transfer flavoprotein alpha subunit	None
K06895	Cmq_c19Ua_121	Cmq_c19Ua_121	1065	c_000000000012	None	L-lysine exporter family protein LysE/ArgO	None
K00566	Cmq_c19Ua_121	Cmq_c19Ua_121	1043	c_000000000012	None	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	None
K13283	Cmq_c19Ua_121	Cmq_c19Ua_121	898	c_000000000012	None	ferrous-iron efflux pump FieF	None
K09146	Cmq_c19Ua_121	Cmq_c19Ua_121	917	c_000000000012	None	uncharacterized protein	None
K13693	Cmq_c19Ua_121	Cmq_c19Ua_121	937	c_000000000012	None	glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	None
K01042	Cmq_c19Ua_121	Cmq_c19Ua_121	910	c_000000000012	None	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	None
K03655	Cmq_c19Ua_121	Cmq_c19Ua_121	1107	c_000000000012	None	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	None
K07341	Cmq_c19Ua_121	Cmq_c19Ua_121	1143	c_000000000023	None	death on curing protein	None
K09781	Cmq_c19Ua_121	Cmq_c19Ua_121	916	c_000000000012	None	uncharacterized protein	None
K03521	Cmq_c19Ua_121	Cmq_c19Ua_121	1037	c_000000000012	None	electron transfer flavoprotein beta subunit	None
K15342	Cmq_c19Ua_121	Cmq_c19Ua_121	1132	c_000000000023	None	CRISP-associated protein Cas1	None
K15342	Cmq_c19Ua_121	Cmq_c19Ua_121	1471	c_000000000029	None	CRISP-associated protein Cas1	None
K05838	Cmq_c19Ua_121	Cmq_c19Ua_121	1030	c_000000000012	None	putative thioredoxin	None
K05596	Cmq_c19Ua_121	Cmq_c19Ua_121	1066	c_000000000012	None	LysR family transcriptional regulator, arginine and lysine transport system/DNA replication regulator	None
K05592	Cmq_c19Ua_121	Cmq_c19Ua_121	977	c_000000000012	None	ATP-dependent RNA helicase DeaD [EC:5.6.2.7]	None
K02028	Cmq_c19Ua_121	Cmq_c19Ua_121	1112	c_000000000012	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02835	Cmq_c19Ua_121	Cmq_c19Ua_121	1014	c_000000000012	None	peptide chain release factor 1	None
K07030	Cmq_c19Ua_121	Cmq_c19Ua_121	1106	c_000000000012	None	fatty acid kinase [EC:2.7.2.18]	None
K03929	Cmq_c19Ua_121	Cmq_c19Ua_121	956	c_000000000012	None	para-nitrobenzyl esterase [EC:3.1.1.-]	None
K08316	Cmq_c19Ua_121	Cmq_c19Ua_121	1109	c_000000000012	None	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	None
K02029	Cmq_c19Ua_121	Cmq_c19Ua_121	1113	c_000000000012	None	polar amino acid transport system permease protein	None
K11928	Cmq_c19Ua_121	Cmq_c19Ua_121	981	c_000000000012	None	sodium/proline symporter	None
K16923	Cmq_c19Ua_121	Cmq_c19Ua_121	24	c_000000000001	None	energy-coupling factor transport system substrate-specific component	None
K16923	Cmq_c19Ua_121	Cmq_c19Ua_121	958	c_000000000012	None	energy-coupling factor transport system substrate-specific component	None
K18701	Cmq_c19Ua_121	Cmq_c19Ua_121	1031	c_000000000012	None	arsenate-mycothiol transferase [EC:2.8.4.2]	None
K03453	Cmq_c19Ua_121	Cmq_c19Ua_121	1059	c_000000000012	None	bile acid:Na+ symporter, BASS family	None
K02361	Cmq_c19Ua_121	Cmq_c19Ua_121	1082	c_000000000012	None	isochorismate synthase [EC:5.4.4.2]	None
K00563	Cmq_c19Ua_121	Cmq_c19Ua_121	940	c_000000000012	None	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	None
K04063	Cmq_c19Ua_121	Cmq_c19Ua_121	1145	c_000000000023	None	lipoyl-dependent peroxiredoxin [EC:1.11.1.28]	None
K21744	Cmq_c19Ua_121	Cmq_c19Ua_121	992	c_000000000012	None	MerR family transcriptional regulator, thiopeptide resistance regulator	None
K07486	Cmq_c19Ua_121	Cmq_c19Ua_121	944	c_000000000012	None	transposase	None
K07486	Cmq_c19Ua_121	Cmq_c19Ua_121	1123	c_000000000015	None	transposase	None
K07486	Cmq_c19Ua_121	Cmq_c19Ua_121	941	c_000000000012	None	transposase	None
K01008	Cmq_c19Ua_121	Cmq_c19Ua_121	909	c_000000000012	None	selenide, water dikinase [EC:2.7.9.3]	None
K05520	Cmq_c19Ua_121	Cmq_c19Ua_121	897	c_000000000012	None	deglycase [EC:3.5.1.124]	None
K15525	Cmq_c19Ua_121	Cmq_c19Ua_121	922	c_000000000012	None	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]	None
K01426	Cmq_c19Ua_121	Cmq_c19Ua_121	713	c_000000000008	None	amidase [EC:3.5.1.4]	None
K01426	Cmq_c19Ua_121	Cmq_c19Ua_121	1054	c_000000000012	None	amidase [EC:3.5.1.4]	None
K19123	Cmq_c19Ua_121	Cmq_c19Ua_121	1137	c_000000000023	None	CRISPR system Cascade subunit CasA	None
K19123	Cmq_c19Ua_121	Cmq_c19Ua_121	1139	c_000000000023	None	CRISPR system Cascade subunit CasA	None
K06942	Cmq_c19Ua_121	Cmq_c19Ua_121	896	c_000000000012	None	ribosome-binding ATPase	None
K07090	Cmq_c19Ua_121	Cmq_c19Ua_121	2264	c_000000000034	None	uncharacterized protein	None
K07090	Cmq_c19Ua_121	Cmq_c19Ua_121	706	c_000000000007	None	uncharacterized protein	None
K07090	Cmq_c19Ua_121	Cmq_c19Ua_121	2277	c_000000000034	None	uncharacterized protein	None
K07090	Cmq_c19Ua_121	Cmq_c19Ua_121	1111	c_000000000012	None	uncharacterized protein	None
K19046	Cmq_c19Ua_121	Cmq_c19Ua_121	1136	c_000000000023	None	CRISPR system Cascade subunit CasB	None
K19126	Cmq_c19Ua_121	Cmq_c19Ua_121	1133	c_000000000023	None	CRISPR system Cascade subunit CasE	None
K01972	Cmq_c19Ua_121	Cmq_c19Ua_121	1051	c_000000000012	None	DNA ligase (NAD+) [EC:6.5.1.2]	None
K19124	Cmq_c19Ua_121	Cmq_c19Ua_121	1135	c_000000000023	None	CRISPR system Cascade subunit CasC	None
K03593	Cmq_c19Ua_121	Cmq_c19Ua_121	952	c_000000000012	None	ATP-binding protein involved in chromosome partitioning	None
K01421	Cmq_c19Ua_121	Cmq_c19Ua_121	1093	c_000000000012	None	putative membrane protein	None
K01421	Cmq_c19Ua_121	Cmq_c19Ua_121	1094	c_000000000012	None	putative membrane protein	None
K01421	Cmq_c19Ua_121	Cmq_c19Ua_121	271	c_000000000001	None	putative membrane protein	None
K03752	Cmq_c19Ua_121	Cmq_c19Ua_121	1008	c_000000000012	None	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	None
K04015	Cmq_c19Ua_121	Cmq_c19Ua_121	907	c_000000000012	None	protein NrfD	None
K16148	Cmq_c19Ua_121	Cmq_c19Ua_121	946	c_000000000012	None	alpha-maltose-1-phosphate synthase [EC:2.4.1.342]	None
K06207	Cmq_c19Ua_121	Cmq_c19Ua_121	919	c_000000000012	None	GTP-binding protein	None
K19125	Cmq_c19Ua_121	Cmq_c19Ua_121	1134	c_000000000023	None	CRISPR system Cascade subunit CasD	None
K07482	Cmq_c19Ua_121	Cmq_c19Ua_121	1124	c_000000000016	None	transposase, IS30 family	None
K06949	Cmq_c19Ua_121	Cmq_c19Ua_121	2295	c_000000000034	None	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	None
K10440	Cmq_c19Ua_121	Cmq_c19Ua_121	2148	c_000000000033	None	ribose transport system permease protein	None
K02483	Cmq_c19Ua_121	Cmq_c19Ua_121	1514	c_000000000029	None	two-component system, OmpR family, response regulator	None
K02483	Cmq_c19Ua_121	Cmq_c19Ua_121	1995	c_000000000031	None	two-component system, OmpR family, response regulator	None
K02483	Cmq_c19Ua_121	Cmq_c19Ua_121	2284	c_000000000034	None	two-component system, OmpR family, response regulator	None
K02483	Cmq_c19Ua_121	Cmq_c19Ua_121	1741	c_000000000030	None	two-component system, OmpR family, response regulator	None
K02483	Cmq_c19Ua_121	Cmq_c19Ua_121	792	c_000000000012	None	two-component system, OmpR family, response regulator	None
K02440	Cmq_c19Ua_121	Cmq_c19Ua_121	2048	c_000000000032	None	glycerol uptake facilitator	None
K03762	Cmq_c19Ua_121	Cmq_c19Ua_121	2259	c_000000000034	None	MFS transporter, MHS family, proline/betaine transporter	None
K10441	Cmq_c19Ua_121	Cmq_c19Ua_121	2147	c_000000000033	None	ribose transport system ATP-binding protein [EC:7.5.2.7]	None
K23842	Cmq_c19Ua_121	Cmq_c19Ua_121	2188	c_000000000033	None	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	None
K07670	Cmq_c19Ua_121	Cmq_c19Ua_121	2284	c_000000000034	None	two-component system, OmpR family, response regulator MtrA	None
K27775	Cmq_c19Ua_121	Cmq_c19Ua_121	2266	c_000000000034	None	cell wall biosynthesis protein	None
K07258	Cmq_c19Ua_121	Cmq_c19Ua_121	2199	c_000000000033	None	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	None
K27360	Cmq_c19Ua_121	Cmq_c19Ua_121	2071	c_000000000032	None	phospholipase A/thioesterase [EC:3.1.1.-]	None
K03439	Cmq_c19Ua_121	Cmq_c19Ua_121	2080	c_000000000032	None	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	None
K07058	Cmq_c19Ua_121	Cmq_c19Ua_121	2201	c_000000000033	None	membrane protein	None
K07058	Cmq_c19Ua_121	Cmq_c19Ua_121	1522	c_000000000029	None	membrane protein	None
K03216	Cmq_c19Ua_121	Cmq_c19Ua_121	2231	c_000000000033	None	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	None
K01207	Cmq_c19Ua_121	Cmq_c19Ua_121	2090	c_000000000032	None	beta-N-acetylhexosaminidase [EC:3.2.1.52]	None
K01575	Cmq_c19Ua_121	Cmq_c19Ua_121	2154	c_000000000033	None	acetolactate decarboxylase [EC:4.1.1.5]	None
K00864	Cmq_c19Ua_121	Cmq_c19Ua_121	2049	c_000000000032	None	glycerol kinase [EC:2.7.1.30]	None
K02242	Cmq_c19Ua_121	Cmq_c19Ua_121	2287	c_000000000034	None	competence protein ComFC	None
K01011	Cmq_c19Ua_121	Cmq_c19Ua_121	2173	c_000000000033	None	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	None
K01011	Cmq_c19Ua_121	Cmq_c19Ua_121	1854	c_000000000030	None	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	None
K02027	Cmq_c19Ua_121	Cmq_c19Ua_121	723	c_000000000008	None	multiple sugar transport system substrate-binding protein	None
K02027	Cmq_c19Ua_121	Cmq_c19Ua_121	2158	c_000000000033	None	multiple sugar transport system substrate-binding protein	None
K07177	Cmq_c19Ua_121	Cmq_c19Ua_121	2316	c_000000000034	None	Lon-like protease	None
K18888	Cmq_c19Ua_121	Cmq_c19Ua_121	2109	c_000000000032	None	ATP-binding cassette, subfamily B, multidrug efflux pump	None
K14136	Cmq_c19Ua_121	Cmq_c19Ua_121	2064	c_000000000032	None	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	None
K09167	Cmq_c19Ua_121	Cmq_c19Ua_121	2233	c_000000000033	None	uncharacterized protein	None
K02026	Cmq_c19Ua_121	Cmq_c19Ua_121	2160	c_000000000033	None	multiple sugar transport system permease protein	None
K02026	Cmq_c19Ua_121	Cmq_c19Ua_121	724	c_000000000008	None	multiple sugar transport system permease protein	None
K06726	Cmq_c19Ua_121	Cmq_c19Ua_121	2151	c_000000000033	None	D-ribose pyranase [EC:5.4.99.62]	None
K07160	Cmq_c19Ua_121	Cmq_c19Ua_121	2132	c_000000000033	None	5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	None
K27307	Cmq_c19Ua_121	Cmq_c19Ua_121	2086	c_000000000032	None	acetyltransferase [EC:2.3.1.-]	None
K20468	Cmq_c19Ua_121	Cmq_c19Ua_121	2077	c_000000000032	None	putative heme transporter	None
K06860	Cmq_c19Ua_121	Cmq_c19Ua_121	2079	c_000000000032	None	putative heme uptake system protein	None
K02025	Cmq_c19Ua_121	Cmq_c19Ua_121	725	c_000000000008	None	multiple sugar transport system permease protein	None
K02025	Cmq_c19Ua_121	Cmq_c19Ua_121	2159	c_000000000033	None	multiple sugar transport system permease protein	None
K10237	Cmq_c19Ua_121	Cmq_c19Ua_121	2159	c_000000000033	None	trehalose/maltose transport system permease protein	None
K10236	Cmq_c19Ua_121	Cmq_c19Ua_121	2158	c_000000000033	None	trehalose/maltose transport system substrate-binding protein	None
K05808	Cmq_c19Ua_121	Cmq_c19Ua_121	2288	c_000000000034	None	ribosome hibernation promoting factor	None
K03664	Cmq_c19Ua_121	Cmq_c19Ua_121	2336	c_000000000034	None	SsrA-binding protein	None
K06287	Cmq_c19Ua_121	Cmq_c19Ua_121	2168	c_000000000033	None	nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]	None
K27842	Cmq_c19Ua_121	Cmq_c19Ua_121	2063	c_000000000032	None	decaprenylphosphoryl-5-phosphoribose phosphatase [EC:3.1.3.111]	None
K19577	Cmq_c19Ua_121	Cmq_c19Ua_121	2206	c_000000000033	None	MFS transporter, DHA1 family, inner membrane transport protein	None
K12942	Cmq_c19Ua_121	Cmq_c19Ua_121	2333	c_000000000034	None	aminobenzoyl-glutamate transport protein	None
K00375	Cmq_c19Ua_121	Cmq_c19Ua_121	2224	c_000000000033	None	GntR family transcriptional regulator / MocR family aminotransferase	None
K09812	Cmq_c19Ua_121	Cmq_c19Ua_121	2334	c_000000000034	None	cell division transport system ATP-binding protein	None
K10238	Cmq_c19Ua_121	Cmq_c19Ua_121	2160	c_000000000033	None	trehalose/maltose transport system permease protein	None
K14260	Cmq_c19Ua_121	Cmq_c19Ua_121	2102	c_000000000032	None	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	None
K16648	Cmq_c19Ua_121	Cmq_c19Ua_121	2087	c_000000000032	None	arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]	None
K13687	Cmq_c19Ua_121	Cmq_c19Ua_121	2065	c_000000000032	None	arabinofuranosyltransferase [EC:2.4.2.-]	None
K23778	Cmq_c19Ua_121	Cmq_c19Ua_121	2111	c_000000000032	None	TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response	None
K03657	Cmq_c19Ua_121	Cmq_c19Ua_121	2312	c_000000000034	None	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	None
K03657	Cmq_c19Ua_121	Cmq_c19Ua_121	776	c_000000000012	None	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	None
K03657	Cmq_c19Ua_121	Cmq_c19Ua_121	2309	c_000000000034	None	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	None
K09811	Cmq_c19Ua_121	Cmq_c19Ua_121	2335	c_000000000034	None	cell division transport system permease protein	None
K01284	Cmq_c19Ua_121	Cmq_c19Ua_121	2218	c_000000000033	None	peptidyl-dipeptidase Dcp [EC:3.4.15.5]	None
K20470	Cmq_c19Ua_121	Cmq_c19Ua_121	2078	c_000000000032	None	trehalose monomycolate/heme transporter	None
K03524	Cmq_c19Ua_121	Cmq_c19Ua_121	2156	c_000000000033	None	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	None
K05343	Cmq_c19Ua_121	Cmq_c19Ua_121	2162	c_000000000033	None	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	None
K18887	Cmq_c19Ua_121	Cmq_c19Ua_121	2110	c_000000000032	None	ATP-binding cassette, subfamily B, multidrug efflux pump	None
K26996	Cmq_c19Ua_121	Cmq_c19Ua_121	2179	c_000000000033	None	immunity protein, SdpI family	None
K26996	Cmq_c19Ua_121	Cmq_c19Ua_121	1918	c_000000000031	None	immunity protein, SdpI family	None
K10439	Cmq_c19Ua_121	Cmq_c19Ua_121	2149	c_000000000033	None	ribose transport system substrate-binding protein	None
K07147	Cmq_c19Ua_121	Cmq_c19Ua_121	2115	c_000000000032	None	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	None
K02836	Cmq_c19Ua_121	Cmq_c19Ua_121	2332	c_000000000034	None	peptide chain release factor 2	None
K01867	Cmq_c19Ua_121	Cmq_c19Ua_121	2202	c_000000000033	None	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	None
K00761	Cmq_c19Ua_121	Cmq_c19Ua_121	2191	c_000000000033	None	uracil phosphoribosyltransferase [EC:2.4.2.9]	None
K01494	Cmq_c19Ua_121	Cmq_c19Ua_121	2099	c_000000000032	None	dCTP deaminase [EC:3.5.4.13]	None
K02529	Cmq_c19Ua_121	Cmq_c19Ua_121	2146	c_000000000033	None	LacI family transcriptional regulator, galactose operon repressor	None
K02529	Cmq_c19Ua_121	Cmq_c19Ua_121	1750	c_000000000030	None	LacI family transcriptional regulator, galactose operon repressor	None
K14161	Cmq_c19Ua_121	Cmq_c19Ua_121	2244	c_000000000033	None	protein ImuB	None
K02071	Cmq_c19Ua_121	Cmq_c19Ua_121	2240	c_000000000033	None	D-methionine transport system ATP-binding protein	None
K09118	Cmq_c19Ua_121	Cmq_c19Ua_121	2319	c_000000000034	None	uncharacterized protein	None
K07727	Cmq_c19Ua_121	Cmq_c19Ua_121	2235	c_000000000033	None	putative transcriptional regulator	None
K01154	Cmq_c19Ua_121	Cmq_c19Ua_121	2056	c_000000000032	None	type I restriction enzyme, S subunit [EC:3.1.21.3]	None
K18955	Cmq_c19Ua_121	Cmq_c19Ua_121	2301	c_000000000034	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cmq_c19Ua_121	Cmq_c19Ua_121	1589	c_000000000029	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cmq_c19Ua_121	Cmq_c19Ua_121	2269	c_000000000034	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K18955	Cmq_c19Ua_121	Cmq_c19Ua_121	2255	c_000000000033	None	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	None
K10112	Cmq_c19Ua_121	Cmq_c19Ua_121	722	c_000000000008	None	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	None
K10112	Cmq_c19Ua_121	Cmq_c19Ua_121	2157	c_000000000033	None	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	None
K06994	Cmq_c19Ua_121	Cmq_c19Ua_121	1626	c_000000000029	None	putative drug exporter of the RND superfamily	None
K06994	Cmq_c19Ua_121	Cmq_c19Ua_121	828	c_000000000012	None	putative drug exporter of the RND superfamily	None
K06994	Cmq_c19Ua_121	Cmq_c19Ua_121	2078	c_000000000032	None	putative drug exporter of the RND superfamily	None
K02072	Cmq_c19Ua_121	Cmq_c19Ua_121	2241	c_000000000033	None	D-methionine transport system permease protein	None
K14162	Cmq_c19Ua_121	Cmq_c19Ua_121	2238	c_000000000033	None	error-prone DNA polymerase [EC:2.7.7.7]	None
K01142	Cmq_c19Ua_121	Cmq_c19Ua_121	1827	c_000000000030	None	exodeoxyribonuclease III [EC:3.1.11.2]	None
K01142	Cmq_c19Ua_121	Cmq_c19Ua_121	2205	c_000000000033	None	exodeoxyribonuclease III [EC:3.1.11.2]	None
K02073	Cmq_c19Ua_121	Cmq_c19Ua_121	2239	c_000000000033	None	D-methionine transport system substrate-binding protein	None
K01740	Cmq_c19Ua_121	Cmq_c19Ua_121	2226	c_000000000033	None	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	None
K03427	Cmq_c19Ua_121	Cmq_c19Ua_121	2057	c_000000000032	None	type I restriction enzyme M protein [EC:2.1.1.72]	None
K21686	Cmq_c19Ua_121	Cmq_c19Ua_121	1536	c_000000000029	None	XRE family transcriptional regulator, fatty acid utilization regulator	None
K21686	Cmq_c19Ua_121	Cmq_c19Ua_121	2187	c_000000000033	None	XRE family transcriptional regulator, fatty acid utilization regulator	None
K22210	Cmq_c19Ua_121	Cmq_c19Ua_121	2136	c_000000000033	None	D-glutamate cyclase [EC:4.2.1.48]	None
K03976	Cmq_c19Ua_121	Cmq_c19Ua_121	2298	c_000000000034	None	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	None
K04759	Cmq_c19Ua_121	Cmq_c19Ua_121	2328	c_000000000034	None	ferrous iron transport protein B	None
K01153	Cmq_c19Ua_121	Cmq_c19Ua_121	1616	c_000000000029	None	type I restriction enzyme, R subunit [EC:3.1.21.3]	None
K01153	Cmq_c19Ua_121	Cmq_c19Ua_121	2055	c_000000000032	None	type I restriction enzyme, R subunit [EC:3.1.21.3]	None
K03426	Cmq_c19Ua_121	Cmq_c19Ua_121	2311	c_000000000034	None	NAD+ diphosphatase [EC:3.6.1.22]	None
K07654	Cmq_c19Ua_121	Cmq_c19Ua_121	2285	c_000000000034	None	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	None
K00852	Cmq_c19Ua_121	Cmq_c19Ua_121	2150	c_000000000033	None	ribokinase [EC:2.7.1.15]	None
K08981	Cmq_c19Ua_121	Cmq_c19Ua_121	2232	c_000000000033	None	putative membrane protein	None
K00111	Cmq_c19Ua_121	Cmq_c19Ua_121	2047	c_000000000032	None	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	None
K21929	Cmq_c19Ua_121	Cmq_c19Ua_121	2337	c_000000000034	None	uracil-DNA glycosylase [EC:3.2.2.27]	None
K00528	Cmq_c19Ua_121	Cmq_c19Ua_121	2273	c_000000000034	None	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	None
K00528	Cmq_c19Ua_121	Cmq_c19Ua_121	1839	c_000000000030	None	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	None
K07284	Cmq_c19Ua_121	Cmq_c19Ua_121	2097	c_000000000032	None	sortase A [EC:3.4.22.70]	None
K07284	Cmq_c19Ua_121	Cmq_c19Ua_121	2020	c_000000000032	None	sortase A [EC:3.4.22.70]	None
K07284	Cmq_c19Ua_121	Cmq_c19Ua_121	2094	c_000000000032	None	sortase A [EC:3.4.22.70]	None
K02939	Cmq_c19Ua_121	Cmq_c19Ua_121	1879	c_000000000031	None	large subunit ribosomal protein L9	None
K14949	Cmq_c19Ua_121	Cmq_c19Ua_121	1834	c_000000000030	None	serine/threonine-protein kinase PknG [EC:2.7.11.1]	None
K11414	Cmq_c19Ua_121	Cmq_c19Ua_121	2010	c_000000000031	None	NAD-dependent protein deacetylase/lipoamidase sirtuin 4 [EC:2.3.1.286 2.3.1.313]	None
K02469	Cmq_c19Ua_121	Cmq_c19Ua_121	1965	c_000000000031	None	DNA gyrase subunit A [EC:5.6.2.2]	None
K03575	Cmq_c19Ua_121	Cmq_c19Ua_121	1765	c_000000000030	None	A/G-specific adenine glycosylase [EC:3.2.2.31]	None
K09138	Cmq_c19Ua_121	Cmq_c19Ua_121	1901	c_000000000031	None	uncharacterized protein	None
K07498	Cmq_c19Ua_121	Cmq_c19Ua_121	1932	c_000000000031	None	putative transposase	None
K03629	Cmq_c19Ua_121	Cmq_c19Ua_121	1957	c_000000000031	None	DNA replication and repair protein RecF	None
K08998	Cmq_c19Ua_121	Cmq_c19Ua_121	1952	c_000000000031	None	uncharacterized protein	None
K08224	Cmq_c19Ua_121	Cmq_c19Ua_121	2029	c_000000000032	None	MFS transporter, YNFM family, putative membrane transport protein	None
K22552	Cmq_c19Ua_121	Cmq_c19Ua_121	1993	c_000000000031	None	multicopper oxidase [EC:1.16.3.1]	None
K07304	Cmq_c19Ua_121	Cmq_c19Ua_121	2032	c_000000000032	None	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	None
K08369	Cmq_c19Ua_121	Cmq_c19Ua_121	1876	c_000000000031	None	MFS transporter, putative metabolite:H+ symporter	None
K03980	Cmq_c19Ua_121	Cmq_c19Ua_121	1929	c_000000000031	None	putative peptidoglycan lipid II flippase	None
K07259	Cmq_c19Ua_121	Cmq_c19Ua_121	1794	c_000000000030	None	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	None
K14347	Cmq_c19Ua_121	Cmq_c19Ua_121	1921	c_000000000031	None	solute carrier family 10 (sodium/bile acid cotransporter), member 7	None
K02914	Cmq_c19Ua_121	Cmq_c19Ua_121	1954	c_000000000031	None	large subunit ribosomal protein L34	None
K24131	Cmq_c19Ua_121	Cmq_c19Ua_121	2001	c_000000000031	None	protease PrsW [EC:3.4.-.-]	None
K24131	Cmq_c19Ua_121	Cmq_c19Ua_121	1677	c_000000000029	None	protease PrsW [EC:3.4.-.-]	None
K03217	Cmq_c19Ua_121	Cmq_c19Ua_121	2019	c_000000000032	None	YidC/Oxa1 family membrane protein insertase	None
K03217	Cmq_c19Ua_121	Cmq_c19Ua_121	1951	c_000000000031	None	YidC/Oxa1 family membrane protein insertase	None
K01372	Cmq_c19Ua_121	Cmq_c19Ua_121	1780	c_000000000030	None	bleomycin hydrolase [EC:3.4.22.40]	None
K01372	Cmq_c19Ua_121	Cmq_c19Ua_121	1781	c_000000000030	None	bleomycin hydrolase [EC:3.4.22.40]	None
K03798	Cmq_c19Ua_121	Cmq_c19Ua_121	1791	c_000000000030	None	cell division protease FtsH [EC:3.4.24.-]	None
K03969	Cmq_c19Ua_121	Cmq_c19Ua_121	1872	c_000000000031	None	phage shock protein A	None
K03969	Cmq_c19Ua_121	Cmq_c19Ua_121	200	c_000000000001	None	phage shock protein A	None
K13950	Cmq_c19Ua_121	Cmq_c19Ua_121	1890	c_000000000031	None	para-aminobenzoate synthetase [EC:2.6.1.85]	None
K01005	Cmq_c19Ua_121	Cmq_c19Ua_121	2037	c_000000000032	None	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	None
K23980	Cmq_c19Ua_121	Cmq_c19Ua_121	1814	c_000000000030	None	cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]	None
K05364	Cmq_c19Ua_121	Cmq_c19Ua_121	1987	c_000000000031	None	penicillin-binding protein A	None
K18320	Cmq_c19Ua_121	Cmq_c19Ua_121	1932	c_000000000031	None	transposase, IS6 family	None
K01507	Cmq_c19Ua_121	Cmq_c19Ua_121	1795	c_000000000030	None	inorganic pyrophosphatase [EC:3.6.1.1]	None
