Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cha_CTNIH23,Ccu_c8Ua_181,51.9,[49.3 - 54.6%],0.0673,24.74,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Ccu_CTNIH19,52,[49.3 - 54.7%],0.0671,25.05,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cha_CTNIH23,Cha_CTNIH20,83.6,[80.8 - 86.1%],0.0192,92.98,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cha_CTNIH23,Cha_CTNIH21,87.6,[85.1 - 89.8%],0.0147,94.92,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cha_CTNIH23,Cha_CTNIH22,76.8,[73.8 - 79.6%],0.0272,87.77,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Cha_CTNIH23,100,[100 - NaN%],0,98.3,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cha_CTNIH23,Cke_CTNIH24,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cha_CTNIH23,Cke_CTNIH27,32.5,[30.1 - 35%],0.1294,0.28,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cha_CTNIH23,Cke_EYE_437,32.7,[30.2 - 35.2%],0.1286,0.3,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cha_CTNIH23,Cke_FDAARGOS_1055,32.8,[30.4 - 35.3%],0.1281,0.31,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cha_CTNIH23,Cke_LK1134,32.6,[30.2 - 35.2%],0.1287,0.29,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cha_CTNIH23,Cke_YSMAA5_1_D11,32.7,[30.3 - 35.2%],0.1285,0.3,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cha_CTNIH23,Cmq_c19Ua_121,38.6,[36.1 - 41.1%],0.1043,1.89,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Cmq_KPL4083,38.6,[36.1 - 41.1%],0.1044,1.87,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cha_CTNIH23,Cmq_MSK144,38.7,[36.3 - 41.3%],0.1038,1.95,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cha_CTNIH23,Cna_KPL2825,32.6,[30.2 - 35.1%],0.1289,0.29,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> KPL2825
Cha_CTNIH23,Cna_KPL3649,32.5,[30.1 - 35.1%],0.1291,0.28,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> KPL3649
Cha_CTNIH23,Cna_KPL3804,32.6,[30.2 - 35.2%],0.1287,0.3,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Cna_KPL4035,32.4,[30 - 34.9%],0.1298,0.27,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> KPL4035
Cha_CTNIH23,Cna_KPL4072,32.5,[30 - 35%],0.1296,0.28,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> KPL4072
Cha_CTNIH23,Cna_MSK071,32.5,[30.1 - 35%],0.1293,0.28,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> MSK071
Cha_CTNIH23,Cna_MSK185,32.5,[30.1 - 35%],0.1295,0.28,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> MSK185
Cha_CTNIH23,Cna_MSK194,32.7,[30.3 - 35.2%],0.1285,0.3,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#8200E7;'>Cna</span> MSK194
Cha_CTNIH23,Ctu_DSM_44922,37.3,[34.9 - 39.8%],0.109,1.32,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Ctu_KPL3807,38.6,[36.1 - 41.1%],0.1043,1.89,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cha_CTNIH23,Ctu_MSK207,37.6,[35.1 - 40.1%],0.1079,1.44,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#002BFF;'>Ctu</span> MSK207
Cha_CTNIH23,Ctu_SK141,37.1,[34.6 - 39.6%],0.1099,1.23,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#002BFF;'>Ctu</span> SK141
Cha_CTNIH23,Cyo_c21Ua_68,32.3,[29.9 - 34.9%],0.1301,0.26,<span style='color:#0ABF00;'>Cha</span> CTNIH23,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH23,Cyo_KPL2619,32.5,[30 - 35%],0.1296,0.27,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cha_CTNIH23,Cyo_MSK136,32.4,[30 - 34.9%],0.1299,0.27,<span style='color:#0ABF00;'>Cha</span> CTNIH23,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_CTNIH24,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1337,0.2,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1337,0.2,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_CTNIH24,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_CTNIH24,Cha_CTNIH21,32.5,[30.1 - 35%],0.1295,0.28,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_CTNIH24,Cha_CTNIH22,32.8,[30.4 - 35.3%],0.128,0.31,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Cha_CTNIH23,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_CTNIH24,Cke_CTNIH24,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_CTNIH24,Cke_CTNIH27,80.1,[77.1 - 82.7%],0.0233,90.64,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_CTNIH24,Cke_EYE_437,78.5,[75.5 - 81.2%],0.0251,89.35,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_CTNIH24,Cke_FDAARGOS_1055,80.1,[77.1 - 82.7%],0.0233,90.65,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_CTNIH24,Cke_LK1134,77.9,[75 - 80.6%],0.0258,88.84,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_CTNIH24,Cke_YSMAA5_1_D11,80.2,[77.3 - 82.8%],0.0231,90.75,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_CTNIH24,Cmq_c19Ua_121,35.7,[33.2 - 38.2%],0.1154,0.81,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Cmq_KPL4083,36.1,[33.7 - 38.7%],0.1135,0.94,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_CTNIH24,Cmq_MSK144,35.7,[33.2 - 38.2%],0.1155,0.81,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_CTNIH24,Cna_KPL2825,80,[77.1 - 82.7%],0.0233,90.6,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_CTNIH24,Cna_KPL3649,79.7,[76.8 - 82.4%],0.0237,90.39,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_CTNIH24,Cna_KPL3804,80.4,[77.5 - 83%],0.0229,90.88,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Cna_KPL4035,84.8,[82 - 87.2%],0.0179,93.61,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_CTNIH24,Cna_KPL4072,83.9,[81.1 - 86.4%],0.0188,93.16,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_CTNIH24,Cna_MSK071,79.6,[76.7 - 82.3%],0.0238,90.27,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_CTNIH24,Cna_MSK185,78.2,[75.2 - 80.9%],0.0255,89.08,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_CTNIH24,Cna_MSK194,80.4,[77.4 - 83%],0.0229,90.86,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_CTNIH24,Ctu_DSM_44922,36.1,[33.6 - 38.6%],0.1138,0.92,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Ctu_KPL3807,35.2,[32.8 - 37.7%],0.1174,0.7,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_CTNIH24,Ctu_MSK207,35.3,[32.9 - 37.8%],0.1169,0.73,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_CTNIH24,Ctu_SK141,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_CTNIH24,Cyo_c21Ua_68,40.1,[37.6 - 42.6%],0.0991,2.78,<span style='color:#8200E7;'>Cna</span> CTNIH24,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH24,Cyo_KPL2619,40,[37.5 - 42.6%],0.0994,2.73,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_CTNIH24,Cyo_MSK136,40.1,[37.6 - 42.6%],0.0992,2.76,<span style='color:#8200E7;'>Cna</span> CTNIH24,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_CTNIH27,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1336,0.2,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1336,0.2,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_CTNIH27,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_CTNIH27,Cha_CTNIH21,32.6,[30.2 - 35.1%],0.1287,0.29,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_CTNIH27,Cha_CTNIH22,33.1,[30.6 - 35.6%],0.1268,0.34,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Cha_CTNIH23,32.5,[30.1 - 35%],0.1294,0.28,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_CTNIH27,Cke_CTNIH24,80.1,[77.1 - 82.7%],0.0233,90.64,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_CTNIH27,Cke_CTNIH27,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_CTNIH27,Cke_EYE_437,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_CTNIH27,Cke_FDAARGOS_1055,85.3,[82.6 - 87.7%],0.0173,93.88,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_CTNIH27,Cke_LK1134,81.9,[79 - 84.4%],0.0212,91.93,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_CTNIH27,Cke_YSMAA5_1_D11,80.6,[77.7 - 83.2%],0.0226,91.04,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_CTNIH27,Cmq_c19Ua_121,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Cmq_KPL4083,36.1,[33.6 - 38.6%],0.1137,0.92,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_CTNIH27,Cmq_MSK144,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_CTNIH27,Cna_KPL2825,85,[82.3 - 87.4%],0.0176,93.75,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_CTNIH27,Cna_KPL3649,85.6,[82.9 - 87.9%],0.0169,94.03,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_CTNIH27,Cna_KPL3804,80.7,[77.8 - 83.3%],0.0225,91.13,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Cna_KPL4035,78.3,[75.3 - 81%],0.0254,89.14,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_CTNIH27,Cna_KPL4072,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_CTNIH27,Cna_MSK071,85.6,[82.9 - 87.9%],0.0169,94.03,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_CTNIH27,Cna_MSK185,81.6,[78.7 - 84.2%],0.0215,91.74,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_CTNIH27,Cna_MSK194,80.8,[77.9 - 83.4%],0.0224,91.21,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_CTNIH27,Ctu_DSM_44922,35.9,[33.5 - 38.5%],0.1143,0.88,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Ctu_KPL3807,35.3,[32.8 - 37.8%],0.1171,0.71,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_CTNIH27,Ctu_MSK207,35.3,[32.8 - 37.8%],0.1171,0.72,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_CTNIH27,Ctu_SK141,36.1,[33.6 - 38.6%],0.1137,0.92,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_CTNIH27,Cyo_c21Ua_68,40.4,[37.9 - 43%],0.0981,3.01,<span style='color:#8200E7;'>Cna</span> CTNIH27,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_CTNIH27,Cyo_KPL2619,40.2,[37.7 - 42.8%],0.0987,2.88,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_CTNIH27,Cyo_MSK136,40.4,[37.9 - 42.9%],0.0981,3.01,<span style='color:#8200E7;'>Cna</span> CTNIH27,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_EYE_437,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.134,0.2,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Ccu_CTNIH19,31.7,[29.3 - 34.2%],0.1335,0.2,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_EYE_437,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.1289,0.29,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_EYE_437,Cha_CTNIH21,32.7,[30.3 - 35.2%],0.1283,0.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_EYE_437,Cha_CTNIH22,33,[30.6 - 35.5%],0.1271,0.33,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Cha_CTNIH23,32.7,[30.2 - 35.2%],0.1286,0.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_EYE_437,Cke_CTNIH24,78.5,[75.5 - 81.2%],0.0251,89.35,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_EYE_437,Cke_CTNIH27,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_EYE_437,Cke_EYE_437,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_EYE_437,Cke_FDAARGOS_1055,83.9,[81.1 - 86.3%],0.0189,93.13,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_EYE_437,Cke_LK1134,84.9,[82.1 - 87.2%],0.0178,93.65,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_EYE_437,Cke_YSMAA5_1_D11,81,[78.1 - 83.6%],0.0221,91.35,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_EYE_437,Cmq_c19Ua_121,36.1,[33.6 - 38.6%],0.1138,0.92,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Cmq_KPL4083,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_EYE_437,Cmq_MSK144,35.9,[33.4 - 38.4%],0.1146,0.86,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_EYE_437,Cna_KPL2825,83.5,[80.7 - 86%],0.0193,92.91,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_EYE_437,Cna_KPL3649,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_EYE_437,Cna_KPL3804,80.9,[78 - 83.5%],0.0223,91.23,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Cna_KPL4035,77.2,[74.2 - 80%],0.0267,88.16,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_EYE_437,Cna_KPL4072,80.8,[77.9 - 83.5%],0.0224,91.22,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_EYE_437,Cna_MSK071,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_EYE_437,Cna_MSK185,81.4,[78.5 - 84%],0.0217,91.6,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_EYE_437,Cna_MSK194,80.9,[78 - 83.5%],0.0223,91.23,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_EYE_437,Ctu_DSM_44922,36.7,[34.2 - 39.2%],0.1115,1.09,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Ctu_KPL3807,35.5,[33.1 - 38.1%],0.1159,0.78,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_EYE_437,Ctu_MSK207,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_EYE_437,Ctu_SK141,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_EYE_437,Cyo_c21Ua_68,40.3,[37.8 - 42.8%],0.0985,2.9,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_EYE_437,Cyo_KPL2619,40.1,[37.6 - 42.6%],0.0991,2.79,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_EYE_437,Cyo_MSK136,40.3,[37.8 - 42.8%],0.0986,2.9,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_FDAARGOS_1055,Ccu_c8Ua_181,32,[29.6 - 34.5%],0.1316,0.24,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_FDAARGOS_1055,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1336,0.2,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_FDAARGOS_1055,Cha_CTNIH20,32.8,[30.4 - 35.3%],0.1279,0.31,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_FDAARGOS_1055,Cha_CTNIH21,32.9,[30.5 - 35.4%],0.1273,0.33,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_FDAARGOS_1055,Cha_CTNIH22,33.2,[30.8 - 35.7%],0.1262,0.36,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
